monthly_income,dti_ratio,credit_history_years,education,region,gender,ethnicity,age_group,approved
3206.22,0.3248,10.5,High School,Central,Male,Group_C,Young,0
2675.63,0.0265,6.3,Bachelors,East,Female,Group_D,Adult,0
7034.19,0.3605,8.3,Bachelors,West,Male,Group_C,Adult,0
7796.16,0.3491,11.6,No Degree,South,Female,Group_C,Adult,0
3584.66,0.6234,5.9,High School,Central,Female,Group_A,Adult,0
4344.37,0.3267,12.8,Bachelors,West,Male,Group_D,Senior,1
5031.52,0.0917,2.5,Bachelors,North,Male,Group_B,Young,0
12166.28,0.1175,8.4,No Degree,West,Female,Group_B,Adult,1
5077.51,0.3305,18.7,Bachelors,West,Male,Group_A,Senior,0
3009.48,0.3243,5.5,No Degree,South,Male,Group_C,Adult,0
2756.39,0.2375,12.0,Bachelors,West,Female,Group_C,Adult,0
3116.26,0.261,3.7,High School,North,Male,Group_B,Adult,0
9246.6,0.2476,5.3,Bachelors,Central,Female,Group_C,Adult,0
6352.29,0.3056,9.2,Bachelors,Central,Female,Group_A,Young,1
4135.04,0.277,8.6,Bachelors,West,Female,Group_A,Adult,0
1138.37,0.1456,7.8,High School,Central,Male,Group_A,Young,0
3208.9,0.2216,2.5,Bachelors,West,Female,Group_B,Adult,0
5837.07,0.3554,3.3,Bachelors,East,Male,Group_B,Young,1
5861.05,0.1191,9.9,Masters,South,Male,Group_A,Young,1
5835.58,0.2562,7.8,High School,Central,Female,Group_D,Adult,0
2505.76,0.5524,18.8,High School,East,Female,Group_B,Adult,0
5369.56,0.1884,14.6,Masters,East,Female,Group_B,Adult,1
3017.08,0.218,5.9,High School,East,Male,Group_A,Adult,0
4919.42,0.2563,10.7,High School,East,Male,Group_A,Adult,0
3347.98,0.1547,13.3,No Degree,East,Male,Group_C,Young,0
8393.53,0.6437,6.6,Bachelors,Central,Female,Group_A,Adult,0
5818.07,0.2116,15.2,Masters,East,Female,Group_D,Young,1
4575.1,0.2312,8.4,Masters,Central,Male,Group_B,Young,1
9800.5,0.0889,11.6,High School,South,Female,Group_C,Adult,0
4079.6,0.4913,11.7,High School,North,Male,Group_B,Adult,0
2422.28,0.0305,8.1,High School,South,Male,Group_B,Senior,0
8332.65,0.3401,6.5,High School,East,Male,Group_A,Senior,1
5575.32,0.383,8.7,Masters,North,Female,Group_B,Young,0
4190.86,0.2321,14.1,Masters,East,Male,Group_C,Adult,0
3562.18,0.2994,9.6,No Degree,South,Male,Group_C,Adult,0
6344.81,0.1601,9.9,Bachelors,South,Female,Group_C,Adult,0
7382.13,0.0986,17.1,No Degree,East,Female,Group_A,Senior,1
3349.76,0.1582,16.0,Masters,Central,Female,Group_B,Young,1
6520.26,0.2453,9.6,High School,Central,Male,Group_A,Young,1
5570.85,0.1453,9.7,Masters,South,Male,Group_C,Adult,0
3246.36,0.7133,5.8,Bachelors,West,Male,Group_A,Adult,0
4924.26,0.7747,10.8,No Degree,North,Female,Group_A,Young,0
3739.37,0.1468,14.7,High School,Central,Male,Group_A,Young,0
9137.75,0.0643,8.2,High School,East,Male,Group_A,Adult,1
3552.98,0.3994,6.1,High School,South,Male,Group_C,Young,0
10450.83,0.3798,4.0,High School,South,Male,Group_C,Adult,0
5248.54,0.2157,4.0,High School,East,Female,Group_D,Adult,0
2053.38,0.4099,11.1,PhD,East,Male,Group_A,Adult,0
1658.12,0.1573,6.0,High School,East,Female,Group_C,Adult,0
4427.97,0.3051,15.3,Masters,North,Female,Group_B,Adult,1
9574.06,0.4677,13.1,Bachelors,South,Female,Group_B,Adult,1
9093.45,0.1903,8.3,PhD,North,Female,Group_D,Adult,1
5340.94,0.4505,14.2,High School,North,Male,Group_B,Adult,0
3399.78,0.507,10.3,High School,East,Male,Group_A,Adult,0
3989.22,0.3025,12.0,PhD,South,Female,Group_C,Adult,0
5451.66,0.6017,15.9,Bachelors,Central,Female,Group_A,Senior,0
8464.64,0.6126,5.7,High School,West,Female,Group_D,Adult,0
6532.86,0.3608,14.2,High School,East,Male,Group_A,Senior,0
7975.6,0.243,9.5,High School,West,Male,Group_B,Senior,0
6780.71,0.6682,7.5,No Degree,North,Male,Group_A,Adult,0
7859.22,0.2541,13.7,High School,East,Male,Group_A,Adult,1
1586.68,0.2124,8.0,Bachelors,North,Male,Group_A,Young,0
3145.48,0.3073,13.6,High School,Central,Female,Group_A,Young,0
2828.76,0.3688,17.0,Bachelors,East,Male,Group_C,Adult,0
2697.48,0.2433,8.1,No Degree,North,Non-Binary,Group_A,Young,0
4928.48,0.1609,8.9,High School,North,Female,Group_A,Adult,1
2383.58,0.1162,9.8,Masters,South,Male,Group_C,Adult,0
3065.96,0.1804,6.1,Bachelors,North,Male,Group_B,Adult,0
4678.1,0.297,13.6,Bachelors,East,Male,Group_A,Adult,1
2204.37,0.3999,9.9,Bachelors,East,Female,Group_B,Adult,0
3854.19,0.1908,9.4,PhD,North,Male,Group_A,Young,0
6764.35,0.2045,3.5,Bachelors,South,Male,Group_C,Adult,0
2663.22,0.3314,8.6,Bachelors,East,Female,Group_A,Senior,0
7318.42,0.5054,16.4,Bachelors,North,Female,Group_A,Young,0
3284.31,0.125,6.4,High School,Central,Male,Group_A,Senior,0
5629.77,0.087,3.2,High School,North,Male,Group_B,Senior,0
2826.79,0.0395,7.5,Bachelors,South,Female,Group_C,Young,0
6165.22,0.0825,14.5,No Degree,West,Female,Group_B,Adult,1
4222.61,0.3573,8.5,High School,South,Non-Binary,Group_C,Adult,0
6204.92,0.5784,7.4,Masters,North,Male,Group_D,Senior,0
3742.09,0.7635,19.9,Bachelors,West,Male,Group_B,Adult,0
6490.09,0.057,13.5,PhD,West,Male,Group_A,Adult,1
7505.94,0.3755,6.0,Bachelors,West,Male,Group_A,Young,0
5217.96,0.5077,10.7,High School,Central,Non-Binary,Group_B,Adult,0
3866.98,0.1364,17.4,High School,South,Male,Group_C,Adult,0
4372.77,0.1241,15.1,Masters,Central,Non-Binary,Group_B,Adult,1
2611.99,0.4642,15.0,Bachelors,North,Male,Group_B,Adult,0
5439.59,0.5219,5.6,High School,North,Male,Group_D,Adult,0
6710.85,0.2696,9.4,High School,North,Male,Group_A,Adult,0
10755.09,0.1888,19.2,Masters,Central,Female,Group_A,Adult,1
9453.64,0.2429,5.4,Bachelors,West,Female,Group_B,Adult,1
3014.95,0.2343,9.5,High School,East,Female,Group_A,Adult,0
5464.64,0.2687,10.3,No Degree,East,Male,Group_A,Young,1
4598.6,0.4049,6.9,Bachelors,West,Male,Group_C,Adult,0
9036.24,0.4671,10.7,Masters,East,Female,Group_A,Adult,1
3447.53,0.0535,13.5,Bachelors,East,Male,Group_B,Senior,1
7623.88,0.43,6.0,Bachelors,East,Female,Group_C,Adult,0
3000.35,0.2402,4.7,High School,West,Female,Group_B,Adult,0
4661.11,0.3325,11.6,High School,North,Male,Group_B,Adult,0
3158.16,0.18,5.2,High School,North,Male,Group_D,Adult,0
1839.92,0.389,21.8,No Degree,North,Female,Group_B,Adult,0
3126.88,0.2655,10.6,High School,East,Female,Group_B,Adult,0
4321.01,0.3627,14.1,PhD,Central,Female,Group_A,Young,0
10027.48,0.1462,20.0,Bachelors,East,Female,Group_A,Adult,1
2853.56,0.5274,6.5,No Degree,East,Male,Group_B,Adult,0
3630.53,0.0975,19.9,High School,South,Female,Group_C,Young,0
2391.86,0.4674,8.4,Bachelors,East,Male,Group_B,Adult,0
8757.27,0.3146,9.3,High School,West,Female,Group_A,Adult,1
3904.05,0.0713,5.6,Bachelors,North,Female,Group_A,Young,0
4149.81,0.1308,6.8,High School,West,Male,Group_D,Adult,0
4130.41,0.3894,8.5,High School,South,Male,Group_B,Adult,0
1853.28,0.0632,10.6,Masters,North,Female,Group_B,Young,1
2360.66,0.4569,12.3,High School,North,Female,Group_A,Adult,0
3053.7,0.2537,8.4,Bachelors,East,Female,Group_A,Adult,0
6687.59,0.3234,6.3,High School,South,Male,Group_C,Senior,0
1408.64,0.4144,4.6,High School,South,Male,Group_C,Adult,0
6442.38,0.4009,15.5,High School,West,Female,Group_A,Senior,1
5834.53,0.2506,8.2,Masters,East,Female,Group_A,Adult,1
1983.37,0.1099,5.3,Bachelors,South,Male,Group_C,Adult,0
4194.44,0.4525,9.5,Bachelors,North,Male,Group_A,Adult,0
8794.93,0.4357,12.0,High School,North,Male,Group_A,Young,0
2877.68,0.248,10.0,High School,North,Non-Binary,Group_A,Adult,0
3729.43,0.4158,8.4,Bachelors,North,Female,Group_A,Adult,0
19546.04,0.1149,7.6,Bachelors,West,Male,Group_C,Adult,1
5784.57,0.5791,6.9,Bachelors,Central,Male,Group_D,Adult,0
4319.97,0.1965,6.8,High School,South,Female,Group_C,Adult,0
3871.78,0.2124,9.7,Masters,South,Female,Group_C,Adult,0
5922.59,0.4866,18.7,High School,East,Male,Group_B,Adult,0
6921.96,0.1221,8.5,High School,North,Male,Group_C,Adult,0
1672.57,0.1423,4.7,High School,West,Female,Group_B,Young,0
1608.46,0.3381,19.8,High School,North,Male,Group_C,Young,0
2983.87,0.2846,12.9,High School,East,Female,Group_C,Senior,0
4550.89,0.1151,8.0,Bachelors,North,Female,Group_A,Senior,1
5104.02,0.6597,10.1,High School,South,Female,Group_D,Adult,0
2097.02,0.0793,10.8,Bachelors,West,Female,Group_A,Adult,1
4436.44,0.1901,20.1,Bachelors,North,Female,Group_B,Senior,1
4741.37,0.2015,4.5,No Degree,East,Female,Group_D,Senior,0
3213.37,0.5312,9.7,Bachelors,East,Female,Group_B,Adult,0
3762.18,0.3972,7.9,Masters,Central,Female,Group_D,Young,1
3417.79,0.1382,9.4,No Degree,West,Male,Group_D,Adult,0
6199.04,0.534,7.6,Masters,Central,Male,Group_A,Young,1
4931.68,0.2584,11.9,High School,West,Female,Group_B,Young,1
2776.25,0.312,19.9,Bachelors,West,Male,Group_B,Adult,1
7922.99,0.2896,6.5,High School,South,Male,Group_C,Adult,0
2480.84,0.069,10.0,Bachelors,East,Male,Group_C,Adult,0
2087.13,0.4545,4.6,Masters,North,Female,Group_C,Adult,0
4347.8,0.1674,11.0,Bachelors,East,Female,Group_A,Adult,0
4336.79,0.4295,9.6,High School,East,Female,Group_A,Adult,0
5096.93,0.2734,5.0,Masters,East,Female,Group_B,Adult,0
2722.59,0.1691,4.3,High School,Central,Female,Group_B,Adult,0
7681.27,0.2087,12.7,High School,West,Female,Group_B,Young,1
11583.87,0.1829,3.5,Masters,West,Male,Group_A,Adult,1
4861.86,0.1042,8.9,High School,North,Female,Group_D,Young,0
5756.04,0.2535,10.4,High School,South,Male,Group_D,Young,0
1706.89,0.3615,6.7,High School,North,Male,Group_D,Adult,0
3954.28,0.2088,6.4,High School,South,Male,Group_C,Senior,0
3470.32,0.0417,5.0,Bachelors,East,Male,Group_B,Adult,1
3200.13,0.452,8.7,High School,Central,Male,Group_B,Adult,0
3537.76,0.3803,6.4,High School,East,Female,Group_B,Adult,0
3718.75,0.0779,10.7,Masters,North,Female,Group_B,Senior,1
2374.48,0.0602,7.3,Bachelors,West,Female,Group_B,Adult,0
3852.07,0.2868,9.5,High School,East,Female,Group_C,Senior,0
2919.48,0.1667,13.0,Masters,South,Female,Group_A,Senior,1
7289.33,0.0248,15.6,High School,North,Male,Group_A,Senior,1
5797.4,0.0319,1.9,Masters,Central,Non-Binary,Group_A,Senior,1
5801.37,0.2722,5.4,High School,East,Female,Group_B,Young,0
8009.58,0.3876,4.2,Bachelors,North,Male,Group_A,Adult,0
3251.46,0.0891,10.6,Bachelors,South,Female,Group_A,Young,0
5624.54,0.1297,9.9,Bachelors,East,Non-Binary,Group_A,Young,0
8392.64,0.1314,6.4,Bachelors,West,Male,Group_C,Adult,0
3139.82,0.1166,4.1,Bachelors,Central,Male,Group_A,Adult,0
1781.86,0.3155,9.1,No Degree,East,Male,Group_A,Senior,0
3479.53,0.1939,9.7,High School,Central,Male,Group_B,Adult,0
7928.83,0.3144,33.9,High School,North,Male,Group_A,Young,1
3051.73,0.1716,3.7,High School,Central,Female,Group_A,Adult,1
3895.01,0.5156,7.8,PhD,East,Female,Group_B,Adult,0
3328.09,0.2702,8.1,High School,North,Female,Group_B,Senior,0
4468.57,0.2319,13.0,Bachelors,East,Male,Group_A,Adult,1
2909.54,0.1994,9.9,High School,East,Female,Group_B,Adult,0
2341.24,0.3227,18.3,Bachelors,South,Male,Group_C,Adult,0
3942.52,0.1907,1.9,Bachelors,East,Male,Group_B,Young,0
4293.23,0.291,7.2,High School,East,Female,Group_A,Senior,0
8589.03,0.0909,14.7,High School,Central,Male,Group_A,Young,1
5080.33,0.3736,2.2,High School,Central,Male,Group_C,Young,0
2735.7,0.7772,12.2,High School,North,Female,Group_A,Adult,0
3408.95,0.2817,7.0,PhD,North,Male,Group_B,Young,1
7021.6,0.481,6.6,High School,East,Male,Group_C,Adult,0
3976.24,0.2168,11.8,Bachelors,East,Male,Group_B,Senior,0
2845.36,0.2674,7.8,Bachelors,Central,Female,Group_A,Adult,0
5121.3,0.4571,9.9,PhD,East,Male,Group_A,Adult,1
3311.17,0.3078,8.1,PhD,East,Male,Group_B,Adult,0
6242.1,0.3671,11.5,Masters,North,Female,Group_A,Adult,1
5892.78,0.4331,7.9,High School,West,Female,Group_A,Adult,0
2769.19,0.3794,12.9,Masters,South,Female,Group_C,Adult,0
11997.87,0.4867,13.9,High School,North,Male,Group_B,Adult,1
4621.74,0.279,11.5,PhD,North,Female,Group_D,Adult,0
1297.39,0.2447,7.0,Bachelors,North,Male,Group_A,Young,0
5944.83,0.1787,3.7,Bachelors,Central,Female,Group_B,Adult,1
1340.59,0.2897,2.9,Bachelors,West,Male,Group_A,Young,0
8266.07,0.5097,7.8,High School,North,Male,Group_A,Adult,0
5057.01,0.3499,9.5,Bachelors,North,Male,Group_B,Adult,1
4568.36,0.4216,11.2,High School,West,Male,Group_B,Adult,0
4711.09,0.1454,8.4,Masters,Central,Male,Group_A,Adult,1
6316.19,0.0909,4.1,Bachelors,North,Non-Binary,Group_A,Adult,0
3704.94,0.0865,14.1,High School,West,Non-Binary,Group_D,Adult,1
4687.03,0.2625,13.7,Bachelors,North,Male,Group_A,Young,1
4997.47,0.2222,7.2,High School,Central,Male,Group_B,Adult,0
1115.46,0.2826,17.3,High School,Central,Female,Group_B,Adult,0
6340.11,0.4777,11.0,Masters,North,Male,Group_B,Young,1
6898.45,0.2379,8.5,Bachelors,West,Female,Group_A,Adult,1
5905.95,0.0777,6.7,High School,North,Male,Group_B,Adult,1
5700.78,0.3221,11.2,Bachelors,North,Female,Group_A,Young,0
10464.31,0.2064,15.0,Masters,West,Female,Group_D,Senior,1
4607.65,0.2297,11.5,High School,South,Male,Group_C,Adult,0
4687.64,0.2729,11.4,Masters,South,Male,Group_A,Senior,1
3399.64,0.5296,7.5,Masters,North,Female,Group_A,Adult,0
1809.18,0.2595,7.4,Bachelors,East,Male,Group_B,Young,0
5922.23,0.3752,9.3,High School,Central,Female,Group_A,Adult,0
3588.2,0.5903,9.0,Masters,South,Female,Group_C,Young,0
1799.34,0.4064,8.6,Bachelors,North,Female,Group_A,Young,0
4536.48,0.3332,11.3,No Degree,East,Male,Group_B,Young,0
4473.52,0.2514,7.0,Bachelors,West,Female,Group_A,Adult,1
4198.22,0.2053,8.0,PhD,Central,Male,Group_A,Senior,1
5040.87,0.0699,2.4,High School,North,Female,Group_A,Adult,0
2158.17,0.2634,10.3,Masters,South,Female,Group_C,Senior,0
7735.49,0.1792,3.5,Bachelors,Central,Male,Group_C,Adult,1
5850.4,0.3186,6.5,Bachelors,Central,Female,Group_A,Senior,1
8768.19,0.5256,13.5,Bachelors,East,Male,Group_B,Adult,1
3569.57,0.1706,13.1,Bachelors,North,Female,Group_D,Young,0
5840.63,0.307,9.1,No Degree,East,Female,Group_D,Adult,0
1850.43,0.2488,6.5,No Degree,East,Female,Group_B,Young,0
3105.07,0.4938,6.8,Masters,South,Male,Group_C,Adult,0
2371.85,0.3579,9.0,Bachelors,North,Male,Group_A,Young,0
5363.86,0.1629,3.6,Bachelors,South,Male,Group_A,Adult,1
2711.57,0.4315,3.4,No Degree,Central,Female,Group_A,Adult,0
3785.08,0.1383,8.8,Masters,Central,Female,Group_A,Adult,0
4700.96,0.6849,13.7,No Degree,North,Female,Group_A,Young,0
3842.11,0.1889,5.0,Masters,South,Female,Group_C,Adult,0
2439.19,0.1269,10.8,High School,East,Female,Group_B,Adult,1
10727.37,0.4131,21.1,High School,North,Male,Group_A,Young,1
4990.03,0.0302,14.0,No Degree,West,Male,Group_B,Adult,0
10775.72,0.1652,3.4,No Degree,North,Male,Group_A,Adult,1
2811.85,0.2412,25.9,High School,East,Male,Group_B,Adult,0
3903.59,0.2712,9.0,High School,West,Male,Group_A,Adult,1
4919.89,0.2659,19.5,Bachelors,West,Female,Group_B,Senior,1
10134.95,0.2292,10.7,High School,Central,Male,Group_A,Adult,0
10737.7,0.0605,13.7,High School,North,Female,Group_A,Adult,1
3791.31,0.1432,30.1,High School,South,Female,Group_B,Senior,1
3270.57,0.2276,10.6,Bachelors,Central,Female,Group_B,Adult,0
4697.65,0.1607,5.6,Bachelors,South,Female,Group_C,Adult,0
8584.39,0.4314,7.7,Bachelors,North,Female,Group_A,Senior,1
5041.39,0.4135,12.8,High School,West,Female,Group_A,Senior,0
5522.84,0.25,15.4,High School,South,Male,Group_C,Adult,0
8544.68,0.5364,17.9,High School,North,Non-Binary,Group_A,Adult,0
7882.57,0.3211,9.6,High School,South,Female,Group_C,Senior,0
8036.41,0.534,11.6,High School,South,Male,Group_D,Senior,0
6707.77,0.0992,12.4,Masters,South,Male,Group_C,Young,0
9662.89,0.1271,11.1,High School,East,Male,Group_D,Young,1
2677.06,0.2158,6.0,Bachelors,Central,Female,Group_A,Adult,0
15132.97,0.0631,6.2,High School,East,Female,Group_D,Senior,1
8351.36,0.344,7.8,High School,North,Male,Group_B,Adult,0
4536.2,0.1776,7.8,Masters,West,Male,Group_A,Adult,1
8560.02,0.0777,6.8,Bachelors,East,Male,Group_D,Adult,1
4131.01,0.212,20.9,High School,South,Male,Group_C,Young,0
6231.75,0.4776,11.3,No Degree,East,Female,Group_A,Adult,0
6607.68,0.2171,18.1,Bachelors,East,Female,Group_C,Adult,0
7563.4,0.4828,12.8,Bachelors,Central,Male,Group_A,Senior,1
3905.58,0.095,13.5,High School,North,Male,Group_B,Adult,0
7644.12,0.0911,7.5,High School,East,Female,Group_B,Adult,1
3940.45,0.0992,5.8,High School,South,Female,Group_C,Adult,0
7083.24,0.3824,8.3,High School,East,Female,Group_B,Young,0
4871.03,0.0551,8.0,High School,North,Male,Group_A,Young,1
1974.4,0.1874,10.9,High School,South,Male,Group_C,Senior,0
3400.3,0.4159,4.1,Bachelors,South,Female,Group_C,Adult,0
7510.53,0.0416,8.7,High School,East,Male,Group_B,Senior,1
4222.47,0.3292,10.7,Bachelors,East,Male,Group_B,Young,0
9016.16,0.0601,8.3,High School,West,Female,Group_C,Adult,1
2679.41,0.1389,9.6,High School,West,Male,Group_D,Adult,0
6960.93,0.194,2.5,High School,Central,Male,Group_A,Adult,0
4799.34,0.3263,3.9,Bachelors,Central,Male,Group_A,Adult,1
4344.25,0.2208,8.4,Bachelors,West,Female,Group_A,Young,0
2726.7,0.3662,6.5,High School,West,Male,Group_A,Young,0
5458.94,0.1599,7.0,Bachelors,North,Female,Group_C,Senior,0
2967.73,0.1152,7.5,High School,South,Female,Group_C,Young,0
3575.89,0.5247,15.9,High School,West,Male,Group_B,Young,0
4580.97,0.2331,11.1,Bachelors,East,Female,Group_B,Adult,1
4093.43,0.1865,6.8,High School,Central,Female,Group_A,Adult,0
8216.46,0.5083,10.7,Bachelors,East,Non-Binary,Group_A,Adult,1
1346.04,0.2631,7.9,High School,Central,Male,Group_B,Adult,0
4495.41,0.3754,2.2,High School,South,Male,Group_C,Adult,0
4099.46,0.5292,9.7,Masters,Central,Male,Group_A,Senior,0
4893.9,0.0878,8.4,High School,South,Female,Group_C,Young,0
3743.82,0.33,5.0,High School,East,Male,Group_D,Adult,0
8200.42,0.0089,9.2,High School,North,Female,Group_A,Young,0
4320.57,0.3426,3.9,PhD,Central,Female,Group_A,Young,0
5252.57,0.3641,6.7,No Degree,North,Female,Group_B,Senior,0
7678.1,0.334,9.0,Bachelors,Central,Female,Group_B,Adult,1
5044.23,0.4831,7.4,High School,South,Female,Group_A,Senior,0
2605.54,0.1361,13.9,Bachelors,South,Female,Group_C,Adult,0
3970.74,0.2471,25.1,High School,Central,Male,Group_A,Adult,1
4619.04,0.0551,7.8,No Degree,North,Female,Group_A,Young,0
2157.53,0.3753,11.5,No Degree,South,Female,Group_C,Senior,0
3442.99,0.0857,14.4,Masters,East,Female,Group_A,Adult,1
4749.84,0.3224,7.6,Bachelors,East,Male,Group_A,Senior,0
13441.5,0.2501,16.0,High School,North,Female,Group_B,Young,0
5916.8,0.2692,6.4,Bachelors,Central,Non-Binary,Group_A,Young,1
5318.09,0.3734,7.3,High School,Central,Male,Group_A,Senior,0
11445.07,0.4215,8.1,High School,South,Female,Group_B,Adult,1
6594.06,0.2456,4.4,High School,North,Male,Group_B,Adult,0
7075.88,0.1515,5.9,No Degree,West,Female,Group_B,Adult,0
4010.02,0.4819,14.9,PhD,East,Male,Group_A,Young,0
2610.41,0.1838,26.6,Bachelors,North,Male,Group_A,Young,0
5601.69,0.0988,12.1,High School,Central,Female,Group_A,Young,1
12223.3,0.1237,8.1,Bachelors,West,Non-Binary,Group_A,Adult,1
10472.58,0.3078,16.1,High School,Central,Female,Group_A,Adult,1
6828.91,0.1632,3.5,High School,South,Male,Group_A,Young,0
3486.65,0.2772,6.9,High School,North,Female,Group_B,Young,0
2263.53,0.3972,6.2,Bachelors,Central,Male,Group_A,Young,0
3258.02,0.27,10.8,Bachelors,South,Male,Group_C,Adult,0
5479.97,0.1756,19.2,Bachelors,North,Male,Group_A,Adult,0
3883.51,0.534,8.9,Masters,North,Male,Group_A,Adult,0
8111.42,0.3445,12.5,High School,East,Female,Group_A,Young,1
2334.16,0.2133,10.5,Bachelors,North,Non-Binary,Group_C,Adult,0
4608.33,0.1659,6.8,High School,Central,Male,Group_B,Young,0
3349.8,0.5544,7.9,High School,South,Male,Group_B,Young,0
8067.86,0.4403,15.5,High School,West,Male,Group_B,Senior,0
6446.58,0.2749,14.6,Bachelors,Central,Female,Group_D,Adult,1
3243.79,0.1165,12.5,High School,North,Female,Group_A,Adult,1
7533.42,0.3088,5.5,Bachelors,Central,Male,Group_D,Young,0
2183.36,0.4972,7.4,No Degree,Central,Male,Group_A,Adult,0
2011.73,0.8137,7.5,Masters,East,Male,Group_B,Adult,0
3157.12,0.3253,7.0,Bachelors,Central,Female,Group_B,Young,0
1823.57,0.1254,11.0,Bachelors,North,Male,Group_C,Adult,0
4645.8,0.3044,4.6,High School,East,Male,Group_A,Adult,0
4720.2,0.6535,12.4,High School,Central,Female,Group_C,Adult,0
4012.81,0.2699,10.3,High School,North,Female,Group_A,Adult,1
6434.68,0.2868,7.7,High School,West,Male,Group_A,Adult,0
3423.11,0.274,12.2,High School,West,Male,Group_B,Adult,0
2568.77,0.5093,4.9,Bachelors,Central,Male,Group_A,Senior,0
3299.03,0.2345,6.5,High School,East,Female,Group_B,Adult,0
2669.94,0.3796,18.8,High School,Central,Male,Group_D,Senior,0
3619.61,0.1479,9.0,Bachelors,East,Female,Group_B,Adult,0
6621.05,0.466,5.9,High School,Central,Female,Group_B,Young,0
2042.22,0.3016,8.1,High School,Central,Male,Group_B,Adult,0
4147.06,0.3339,6.6,High School,West,Male,Group_A,Adult,0
7933.18,0.2321,8.4,Bachelors,North,Female,Group_B,Young,1
8398.89,0.097,11.4,High School,West,Female,Group_D,Adult,1
3494.65,0.5273,18.8,High School,Central,Female,Group_B,Adult,0
14862.73,0.5547,5.0,High School,West,Female,Group_A,Senior,0
2905.02,0.3346,4.3,Bachelors,South,Male,Group_C,Young,0
4384.21,0.3252,9.6,Bachelors,Central,Female,Group_B,Adult,0
2737.65,0.1076,13.6,Bachelors,West,Female,Group_A,Adult,1
6103.04,0.3289,6.8,High School,East,Female,Group_A,Senior,0
19942.54,0.056,17.6,Bachelors,West,Female,Group_A,Adult,1
12355.67,0.3844,7.8,High School,West,Female,Group_B,Adult,1
7504.04,0.1027,9.9,Masters,West,Female,Group_A,Senior,1
3627.34,0.1539,8.3,Masters,West,Male,Group_B,Adult,0
4518.94,0.2215,6.2,High School,North,Female,Group_A,Adult,0
8587.16,0.3072,4.6,High School,West,Male,Group_B,Adult,1
7149.18,0.4825,9.0,High School,East,Male,Group_D,Adult,0
5122.81,0.3516,11.2,Bachelors,South,Male,Group_C,Adult,0
5276.17,0.1716,8.1,High School,North,Male,Group_B,Senior,1
8331.93,0.6571,1.6,PhD,West,Male,Group_D,Adult,1
9430.37,0.1536,8.1,High School,West,Male,Group_D,Adult,0
2320.72,0.237,9.9,High School,East,Female,Group_A,Adult,0
5505.57,0.0831,5.5,Bachelors,North,Female,Group_A,Adult,1
6562.24,0.31,11.3,High School,South,Male,Group_C,Adult,0
3766.58,0.2931,6.1,High School,West,Female,Group_A,Young,0
9316.2,0.2661,8.4,Bachelors,West,Male,Group_A,Adult,1
4254.53,0.0646,4.2,High School,South,Male,Group_C,Young,0
9446.46,0.4714,10.3,High School,West,Male,Group_A,Young,0
4088.07,0.4475,8.9,High School,East,Male,Group_B,Adult,0
5595.33,0.3777,7.3,PhD,North,Female,Group_A,Adult,0
